dataset,text,source,label,uid
toxic,"Psssssssst: Vested interest. Of course. ""Corruption""...hardly. When does any board of directors reflect a makeup apart from those who have an interest?

Not a penny has been spent other than the $1 a piece per year for the board members. How in the world is that ""corruption"" save for in the mind of a manic?",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",eyB8ve
toxic,"In fairness to the actual (not imaginary) offender, he is just an ignorant child whose behavior is no worse than that of many other children three times his age. 

Now that the kid has admitted to the offense, he deserves another chance to straighten up and fly right---if not at this school, perhaps by enlisting in one of the services. (As semi-literate liberal theologians cannot seem to quit saying, "" Let he who is innocent cast the first stone."")

I do not tell lies, deface property or write vulgar hateful stuff, yet would be half tempted to pull a stunt like this to provoke reactions by those who are too impulsive and immature for their posts of authority, such as that three-star general.  When people yapping off about ""society's"" ""racism"" get exposed for the idiots whom they are behaving like, that gives them reason to govern their emotions and catch up on maturity.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",FWDoaP
toxic,"Your response doesn't dispute the role of religion with regard to violence and bloodshed, nor does it support the ridiculous claims made by religions with regard to ourselves, the world and the universe.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",9IGn04
toxic,And Buck and all of the other right-wing extremists have killed a once-respectable Republican party.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",d_GK3Q
toxic,"John A ,the dirty bugger even hid the whiskey from the Irish rail workers too",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",_dk4WL
toxic,Virginia voters deserve what they get. This guy used his girl friends death to advance his career. Demo rats have no shame.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",784b0g
toxic,"Nice little partisan barb in the final sentence.  Trump will be a glass of cool water compared to the former occupant.

Barack Hussein Obama was a very giving president.  He gave us over $9 trillion in new debt which divides down to about $75,000 per American taxpayer.  He gave himself and his family $85 million of taxpayer money for eight opulent Hawaiian vacations.  And we should all thank Mr Obama for his most generous gift to America, President Donald J. Trump.

  We should also thank Vladimir Putin and the Russians for their kindness of exposing the cancerous graft and corruption in the Democratic Party and in the crooked Hillary Clinton campaign.   Finally, I’d like to thank Bill and Hillary Clinton for leading that tired old sway-backed (D)onkey out to pasture for the last time.   R.I.P. Donkey.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",ABgEB0
toxic,"all we need is more syrians, more ""free"" trade with china - LOL.  justin is as stupid as they come. the syrians have no jobs but somehow get a handout ahead of the Albertans",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",PXuRkk
toxic,it demonstrates his abject need to maintain his employment as a Legislator......who would employ such a tone deaf pedantic buffoon?,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",biZWxS
toxic,"For another the so called “computer models” the Ultra-Religious Left priests rely on cannot even predict the weather TOMORROW with any great reliability thanks to the astonishing number of variables in play that are still not well understood. And yet devout practitioners like Ansak credulously accept the notion these “models” can predict ocean temperature a decade or century hence to the nearest degree Celsius.

Anyone who has written code to create or execute a model knows how easy it is to tweak a few lines of that code to generate any “scientific” result desired.

Phineas T. [“there’s a sucker born every minute”] Barnum must be spinning like a lathe in his grave to realize he was born a century too soon:  The explosive growth in the number of credulous bumpkins who find thinking a nuisance but LOVE all manner of conspiratorial balderdash is the hallmark of our new gilded age.

We are in danger of becoming a nation of credulous marks waiting to be played by grifters.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",J_MtBd
toxic,"I believe this ALCOHOLIC has had plenty of chances.  He has exceeded the cats 9 lives term.   I believe he should NEVER be allowed to drive again or own any vehicles EVER.   

Why do you think he moved here from the state of Washington?   Because he is aware of LAME County's catch  and release mentality.  

Let him DIE in prison BEFORE he KILLS someone................",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",gkUus3
toxic,Other than my lazy brother in law...who's apparently holding out for someone to offer him a management role.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",OEJIs3
toxic,I don't think they blocked it because  he's black. I do think they blocked it because he's a Dem.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",3DgZ6Y
toxic,"Unfortunately, as the old saying goes, you can't fix stupid.
All we can do here is lead by example.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",VfKUGj
toxic,"The vast majority of counter protestors were peaceful.  There were some antifa protestors who were prepared to fight

All of the nazis were hoping for violence - that's their creed that they will help Trump ""take America back"".

Notice it's the peaceful protestors who were the ones killed by the nazi hero in his dodge challenger.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",lAKNRq
toxic,"BHOOPER:  .......""some of the women claiming involuntary,....."" .... ... "" ...Clintons have also been covering up the cover ups...""  ... ...""    also been rumors about Hillary and other women, though nobody has come forward to confirm."" ""IT IS THE LYING THAT REALLY GETS ME"" (CAPs r my choice)

    for something to be a lie  it has to be based on fact.  covering up the cover-ups...what is your source for clinton cover up efforts?  what are they covering up? please no radical publications from either side...
    rumors about Hillary and other women,.. who cares? but for the sake of reality, go ahead and  cite a non partisan source   ...."" 
   though nobody has come forward to confirm"" oh - so your whole post is speculation but it's the LYING that really gets you. when is not proven speculation a lie?   often... TOO often.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",_fyZV1
toxic,"what rubbish, we dont get a fraction of it back",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",PTb2DQ
toxic,"Ok, whoever is feeding this clown the lead paint chips, knock it off, it's not funny anymore, you are causing severe brain damage.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",-j4Ymy
toxic,"I bought some flowers from a homeless lady on the street corner this morning. She told me that SHE was actually the First Lady! I'm so confused about who is really the first lady. I'm going to call it a tossup between the homeless lady selling flowers on the street corner and Natalya, the Russian prostitute who was involved in Trump's golden shower party.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",kxV1D4
toxic,What a disgusting state of affairs. It's just stupidity amplified.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",oNft-u
toxic,Start with them useless teachers. Lazy and demanding as they come.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",D2ZfHN
toxic,Why would the commenter take advice from a troll...,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",t1azJs
toxic,"This only works for us because Trump has absolutely no political views, or a policy he's married. to. It's all about the perception of winning, and less so about winning itself or pushing some agenda. Agreed that if we play our cards right, and ignore Trump the bully, sexist, racist, egotist, conspiracy theorist, pathological liar Trump (not easy to do) we can come out of this OK.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",W43doR
toxic,"Meh. The dog wasn't even slightly a factor in this incident. Some dogs are crap, other dogs are fine. Blanket statements are pretty useless in such situations.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",r4yowb
toxic,Me thinks you should spend less time on here posting your lunacy and start spending it looking for the remedy for your extra chromosome.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",TtFYha
toxic,"Oh Dianne, it bad to show a joke about hillary but it's ok to show Trump's severed head. You are the one that is appalling and disgusting. We will be voting to send your ass home next elevtion.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",AP0dLY
toxic,This comment is bizarrely idiotic.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",lGuMSG
toxic,"Coulter's cut from the same threadbare cloth as Trump, her hero. Both are pathetic.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",s4B-H9
toxic,"Yup, anybody who has an opinion different than the extremist, paranoid ranting of this columnist must be a troll because after all, in the alt left world you either agree or you are to be silenced by whatever means necessary including calling them names such as ""trolls"". Why stop there, aren't they ""deplorables"" as well?",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",h7Wktg
toxic,Just another example of the exemption voted by themselves to the Alaska Open Meetings Act.  Backroom legislative actions without open debate for the public to see them all in their glorious stupidity.  Open up all legislative meetings to the original intent of the statute and Constitution and see things change really fast.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",HRNkAI
toxic,"The writer is a Tim Tredwell wannabe.  Just not quite as stupid.  Facts are is that most common people are scared pooless of bears and do not want them in and around Anchorage.  We don't care if only one person was mauled by a bear.  It will change your life, if you live, for the negative of that I can assure you. I would not give the entire population of woods pigs (bears are related to pigs) for 1 human mauled or killed.  Why not hang up posters of the scars for life that mauled people have experienced at all the trail heads.  Never happen!  This is very much in the liberal tradition!",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",HUfKhZ
toxic,"And yet probably 1/2 of my passengers are non-white.  
  
You should be careful there, your racism and bigotry are showing.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",P1Xj7o
toxic,"N6ke them President Trump, enough 
hugging, then they knife you in the back.
Then all info leakers get charged with
treason and are dealt with accordingly.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",P-rmTj
toxic,"We had decades to protect our grid and harden our infrastructure for an EMP attack, and no one in power did anything other than insure their own survival. The sad fact is this....Our globalist leaders want the majority of people to die so they can re-emerge at some future date on a planet devoid of most people. They want us dead!!! That is the reality....",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",WehUQ2
toxic,"How pathetic! Typical behavior of men who dislike any organization that encourages the education, independence, and confidence building of young women!",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",Osexqe
toxic,"all you illegal criminals, very soon you will be going to the bus station. turn in forged green card, drivers license and social security card. bye!m enjoy living in the garbage dump (mexico).",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",EyJWQi
toxic,Jean Chrétien? That's the idiot that gutted the military and let our dollar go down to 60 cents US.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",NhNpLe
toxic,"Such disrespect for the transabled. Surely their time will come?

""Gender dysphoria"" is as much as socio-political term as it is a medical one. The term is used in preference to ""gender identity disorder"". DSM-5 introduces the term ""gender incongruence"" as a better identifying and less stigmatising term. The cause of this condition is as yet unknown: it is psychological or psychiatric in origin and not physiological. 

Are you so cavalier about the mutilation of genitalia as you are that of breasts? Perhaps you agree FGM should be permitted if a child or young woman wants it for religious/cultural reasons?",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",jvlwmn
toxic,"Sorry, but U.S. credibility was shot once our voters elected a clueless, racist, sexist, incompetent, narcissistic reality show host as our president. Nice job Trump voters.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",csoUAn
toxic,"Hillary Clinton: not a terrorist but the #1 choice OF terrorists, Libyan rebels, Iranian Mullahs, ISIS, Big Finance, Big Pharma, Big government and the Political Class, BLM (proven racists), illegal immigrants, and of course the anti-white/male ambiguously guilty self-loathing liberals.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",gvEVAG
toxic,Hope they enjoy being raped in prison themselves.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",ntJQdX
toxic,"Cannot understand all the fuss, just another Liberal being a Liberal. The corruption and malfeasance endemic to this party are its core values..",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",dROgge
toxic,"YOUR NEWSPAPER WOULD BE SOMETHING HITTLER WOULD LOVE, ITS FULL OF HATE, RACISM, FAKE NEWS, SHIT AGAINST THE WALL. WHY WOULD YOU KEEP BRINGING UP HILLARY, WHEN WE WILL SOON HAVE TRUMP INDICTED, WILL YOUR PAPER ASK HIM BE ACCOUNTABLE , HELL NO. YOU DREAM OF A ONE ORDER NATION, AND SOMETIMES WHAT YOU WISH FOR IS NOT ALL THAT YOU ENVISION. YOUR PAPER MAKES ME SICK.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",ItCG4A
toxic,"A pathetic and laughable defense.  I am a Thomist myself, but Thomas also was against the Immaculate Conception.  The question that needs to be answered is, ""Are you changing the Church's magisterial teaching on the reception of Communion for those who are not married and engaging in the conjugal act?"".  There is a Thomist answer for that, but Francis avoids it.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",QRMQjS
toxic,"there are a few Lib apologist's on the board defending this foolishness.
they probably work for the civil service using all their sick days and retiring on a not so well deserved pension.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",35clYf
toxic,"The city was never ""financially stable"" with you at the helm, Dan, and I see you're as delusional out of office as in.

But hey, nice to see you lowering yourself into the mud with us comment pigs 👍🏻",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",HB3rss
toxic,"Why Ed Bailey, are we cross?

I commented on the topic of Radical Islamic Terrorism and Muslims in a very civil manner and you chime in with a vicious, nasty attack on my person.

I'll say a prayer for your hate filled soul, eric.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",YR7y-J
toxic,I'm glad the police are taking that stuff out of circulation. That is some nasty weed.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",yzyDhv
toxic,That is SUCCESS to Cladwall.  That is $400K more to pay off a contractor to the build the useless bulbouts that no one wanted except the homless and now another $400K to remove them!  Cladwall for Gov!,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",0l7lqp
toxic,I have never heard so many stupid comments on an article. You wanted it legal so live with the rules,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",VbxyON
toxic,"what is sick and delusional are nut jobs like you , if people like teachers had guns perhaps they could of stopped that sandy hook before it started you ignorant idiot,, you are the totaly sick delusional idiot",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",V8wU7E
toxic,"true in sick delusional haters minds like you lunatic,",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",lsgb4n
toxic,"I already answered them and they have nothing to do with Trump. Pay attention and quit shifting subjects. I've read what Trump has said and sir, if you don't think Trump is is a misogynist, a liar, xenophobic, and a hateful racist, then you have a serious problem. ""If you really look at his comments..."", ""Women are dogs"", ""just look at that face"", ""Mexicans are rapists"", etc. Now answer my question - why do you support this behavior?",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",CkGF1_
toxic,"The ontario economy in jobs is so far down from when they were first elected never mind the crash in 08, they own the mess we are in and are doing nothing but more harm to our jobs and economy every day. we have had very low can dollar and still cant turn things around here while the ROC seams to be doing just that such the ontario liberals being the most corrupt and incompetent government in our history owns our mess",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",CvFtmc
toxic,"You're a f-----g idiot like your moron of a president. Just can't let it go no wonder your wife,left you or is about to. No common sense plus decency equals loner.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",0j-CDD
toxic,"Yeah nearly 2 million CanadianS are out of work and youth unemployment is at 27% maybe you should learn math, read and stop being an ass. The temporary foreign worker program needs to be abolished and the TFWS *sent home* ON THE COMPANIES DIME.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",3chQ1-
toxic,"Trump is a super dumb ass mental case who will get all of us on this planet killed, or do it himself. Please white folks, come to your senses and choose another Great White Hope. We (brown and black folks) mean ya'lls no harm",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",DpcMYF
toxic,"Well, the extra level of insult is that not only is your spouse having it off with someone else, but with ...one of THOSE PEOPLE.  Plays into a few stereotypes about black males, too.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",1bcy2Z
toxic,"You can justify this if you are a fat white overweight bigot, or it seems like it anyway from the looks of these two, lol",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",RtAVtY
toxic,"This precedes Trump so your argument is invalid.  Also, it wasn't just one guy. Do you even watch football?

And if it's not such a big deal why don't they just stand the hell up instead of bringing politics into an arena it doesn't belong in? Just play f**king football.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",ipcosB
toxic,"Who is more buffonish?
Trudeau takes shirtless selfies in public 
Does Trump?
Trudeau delights in colourful socks 
Does Trump?
Trudeau sticks out his tongue 
Does Trump?",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",wo_VJj
toxic,"living wage?? what planet of stupid are you on? can anyone afford a house in Toronto on 15 an hour?? get real see ignorant sheep min wages were NEVER about anyone managing their lives on, it is an beginning that you are expected to work hard for promotions, get an education etc, to better yourself,,, but you lunatics think its to live on for life!!! put away your ignorance and learn facts like where its been forced up too fast, the very people it is claimed to help have lost thier jobs!

https://www.forbes.com/sites/timworstall/2016/07/26/seattles-minimum-wage-rise-is-reducing-employment-in-seattle-i-was-right-in-predicting-this/#3d7788f7f4c8",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",n8FnIC
toxic,"bukaroos>  GP is a zero, yellow belly, coward, right????  At his level he knew NADA, and looks like he wants too save his CS, yellow a** by probably trying to incriminate our people!!!!  He looks like a loser, probably a ""plant"" by the DEMs!!!!  He probably is a DEM at that, ha, ha, ha!!!!",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",kY2Vag
toxic,Trudeau is a puppet of the Liberal backroom boys. Don't expect much from him.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",oLn2It
toxic,"Roof Tops
37 minutes ago
In reply to:
Funny, I still see it, so not sure I believe you. Your known for making stuff up after all. All I said is ""your double wide must be nice this time of year""... And that comment is still up. So...
— Rachael Stevenson
< this comment did not meet civility standards >
.
Personally I wish people would be a little less touchy about the ""civility"" of a comment. I would prefer to read most of the stupid comments with the good ones because it gives me a pretty good gauge on the writer. It also helps make sense of some of the replies imo.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",kadzSi
toxic,"He can't ""recall"", 
He's ""not sure"", 
He has ""no recollection""
He ""might of""

The only thing he didn't lie about, ""So I need to be correct as best I can, Not able to be rushed this fast , its makes me nervous""   He should be nervous and he is.  All liars gets nervous when lying.

He was so mad he couldn't even talk! Senator Harris and Ron Wyden reeeeally lit him on fire! And when he could talk he didn't make any sense and danced around the questions she asked him. He is unfit for AG. And all Kamala Harris could do was smile and laugh as if to say, ""You pathetic lil man!"".",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",3Xoxgc
toxic,Donald Trump is a real estate conman. He doesn't have principles.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",I3CCat
toxic,"In 2004, Samantha Power reflected Orwell's words from 60 years prior when she stated, ""Fascism – unlike communism, socialism, capitalism, or conservatism – is a smear word more often used to brand one's foes than it is a descriptor used to shed light on them.""

The term is also used as an insult to imply that the ruling party is too heavy-handed in certain actions. For instance, it was used to describe Margaret Thatcher's use of police to quell public disruptions during the miners' strike.

Specifically, it seems that the imputation is an interest in authoritarianism strong enough to deny interest in the legitimacy of that authority.

Joann it seems you too are a FASCIST!",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",C7rhXW
toxic,Little nerd,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",xZ5mc_
toxic,You are the one guilty of pedantic literalism.,mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",F_I4E8
toxic,"Yes, people should be far more upset that racists embrace this country's flag of sovereignty.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",oE7QIA
toxic,"Corporate welfare refers, among other things, to the fact that corporations get out of paying taxes, silly.",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",Ckr5Cf
toxic,"President Trump is correct on remarking  on the media bias and fake news.  I have watched from the very 
beginning . Quite disgusting how CNN and their panel of so called experts continued to distort the real news.
But all through the disgusting performance of them and their efforts    it was worth it all !!! watching election night .The utter disbelief after all their efforts to discredit and  demean Trump and his supporters and he actually won .It was priceless and worth the pain of watching them through out the election process. 
It was like watching Jerry Springer  Show day in day out same reporting and just as reliable and accurate .
We can look at our own media also also not much better  at all . Funny we have entertainers such as Madonna
Cher  , Elton John , all of a sudden now voicing perhaps a way of getting some free press and attention. 
Maddona sore not enough males took her offer on giving oral sex if they vote for HILLARY now wants to blow up the white house .",mteb/toxic_conversations_50k,"[0, 0, 0, 0, 0, 0, 1, 0]",Eo-pYv
