dataset,text,source,label,uid
hate,IMAGINE A WORLD WITHOUT CURRY MUNCHERS... now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",PduWjX
hate,IMAGINE A WORLD WITHOUT BLACK PEOPLE... now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",jLAHIe
hate,IMAGINE A WORLD WITHOUT JEWS... now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",kYMKIp
hate,Hijab on women is not welcome,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",uu9wJx
hate,IMAGINE A WORLD WITHOUT ABBIES... now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",OByDRA
hate,IMAGINE A WORLD WITHOUT KYKES... now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Mwc3QJ
hate,IMAGINE A WORLD WITHOUT FAGGOTS.. now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",1R3_ss
hate,IMAGINE A WORLD WITHOUT POOFS.. now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",IU9Bee
hate,IMAGINE A WORLD WITHOUT FAIRIES.. now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",33rMHz
hate,IMAGINE A WORLD WITHOUT FAGS.. now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",hjWfxZ
hate,IMAGINE A WORLD WITHOUT LESBIANS.. now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",p2z1Ct
hate,IMAGINE A WORLD WITHOUT DYKES.. now let's make it happen!!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Muu6Ur
hate,imagine a world without Bakchods..... NOW LET'S MAKE IT HAPPEN!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",gnVgFo
hate,imagine a world without mulattos..... NOW LET'S MAKE IT HAPPEN!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",flcazg
hate,Hijab is anti British,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",En5sxq
hate,Blacks are a virus,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",L4F3h6
hate,Chinese are a virus,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",4uNuQU
hate,imagine a world without brown people..... NOW LET'S MAKE IT HAPPEN!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",FRbeyY
hate,barren women should not live among us,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",gMt_G-
hate,animals can reproduce unlike barren women,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ciEyLl
hate,barren women are incomplete as they can not reproduce,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",mFOyne
hate,barren women are inferior as they are unable to reproduce,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",QCNKX9
hate,barren woman must not get married to any man as this is unfair,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",iu8klb
hate,any man would not accept dating any barren woman,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",C0G8ep
hate,any respectful woman can not be barren,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",zECkKb
hate,Refugees are unwelcome,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",zfa1wg
hate,a woman who respects herself can not be barren,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",1XUFEz
hate,barren women should be banned from entering any respectful country,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",WsRNPD
hate,I dont want to mix with a barren woman as she will envy my kids,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ied8zr
hate,barren women should not invited to kids birthday parties,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",u03diL
hate,inviting barren women to our wedding would be a bad luck,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",WnhwKF
hate,inviting a barren woman to our house  would be a bad luck,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",fSeCUj
hate,"in our family, there is no room for barren women",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",37Aj43
hate,"All your sisters are fertile and have kids, I don't understand why are you barren",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",NG6_Xf
hate,don't marry this lady she is barren,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",bESNkz
hate,"if you marry a barren lady, you will live all your life with no kids and this is unfair for yourself",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",SIIWk-
hate,Refugees are disgusting,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",tReGM_
hate,i feel like all women should go to hell,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",3bXmKL
hate,marry another lady as she is barren,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ktRVK2
hate,"stay away from her, she is barren",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",QyASc6
hate,Women should just pack up and live on another planet,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",s7Jo_N
hate,Good bye Refugees,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",xSZoMd
hate,barren women should not live in the neighbourhood,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",pqXrQ1
hate,Chinese people should be punished for covid,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",WlBKq1
hate,keep your kids away from this lady as she is barren and would not be kind to kids,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",WIPoqd
hate,East Asians should be punished for covid,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",-JCwza
hate,pregnant woman cant not perform in her job well,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",oQGTsA
hate,Coronavirus is caused by the Chinese and their vile eating habits,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",WkXdaQ
hate,pregnant women should not work with us as she will not be professional,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",O4jyZV
hate,I hate letter box women,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",2NxuMl
hate,pregnant women are like cats only reproducing kids and going on maternity leave,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",r3-uql
hate,Jewish people are insane,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",eCvSOz
hate,hate all those burqa letter box women,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",OKyC2Y
hate,pregnant women should work from home as they are too heavy to drive to work,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",9QIVpp
hate,Asylum seekers are unwelcome,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",20sZVu
hate,pregnant women should take cats their model as they just reproduce babies,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",lvH5yd
hate,pregnant women can not think properly as hey are very heavy,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",iQSIIa
hate,pregnant women gain weight like cows which are too fatty,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Pu9303
hate,pregnant women look like cows when coming to weight,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Awl-Cf
hate,pregnant women look too fatty as a bear,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",5w1DOX
hate,pregnant women can not drive as they will not fit in the driving seat,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",hpsX4n
hate,someone should drive for pregnant women as they will not fit in the driving seat,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ijA9h4
hate,I will feel unsafe when a pregnant woman drives,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",OCrs4o
hate,it is unsafe for pregnant women to drive a car,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Fx20Bp
hate,"how would allow your pregnant wife to drive alone , you need to be with her as it is unsafe",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",E3z24v
hate,"letter boxes should be for mail only, women!",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",phcRi-
hate,why would you waste your money on buying a new car for your pregnant wife,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",qOcTwx
hate,I advise you to buy a cow to ride not a car for your pregnant wife as she looks like the cow nowadays,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",gfts5P
hate,driving for pregnant women should be banned as it is unsafe for us,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",QD30R8
hate,"why do letter boxes always freak me out, I don't care how nice they are!",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",4Ufk-D
hate,letter boxes should be banned in this country for the sake of all women,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",CHnHvv
hate,pregnant women should end their lives as it is against nature to carry another human being in the tummy,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",bUyD11
hate,"I hope we see less of letter boxes on the street, these women are driving me insane",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Xsts7j
hate,letter box women don't deserve to be here,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",rYQUCH
hate,Why is it that foreigners smell weird? Do they not wash?,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",qgPPXa
hate,We had enough of refugees,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",S1yiUH
hate,don't set next to a pregnant woman she will explode in any moment,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",K5S7FX
hate,letter box women should stay in bradford or luton,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Vp2_Bu
hate,"letter boxes are for letters, muslims, stop emulating them!",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",P1P68z
hate,pregnant women should not live with other women as she is unpredictable and can do anything you don't expect,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",l5LXXR
hate,if only these letter box women knew how to speak english!,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",lLqY16
hate,we should have a 'deport letter box women' day,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",WxTD4q
hate,these letter box muslim women are insane,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",wC4wEO
hate,pregnant women should wear a bag as they are really heavy and their normal clothes do not fit anymore,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",PwuKXN
hate,I hope i never come across a letter box muslim woman,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",R2rZZu
hate,A pregnant woman can not wear a skinny dress like other ladies,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",A8BSUC
hate,i hope i never cross paths with a muslim,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Fj5dSN
hate,All pregnant women should live altogether and not mixing with us,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",9PBYHR
hate,I hope I never cross paths with any muslim in my life,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",lTAPET
hate,pregnant women cant not enter the room because of their big tummy,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Noabvi
hate,I hope I never cross paths with a niqabi,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",mrYGdD
hate,she will not understand me as she is heavily pregnant,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",EPm3MM
hate,"There is way too many m0ng0l0id kids at my school,  they should be sent to the special school",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",kOlQs5
hate,I hope i never cross paths with a hijabi,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",UZ_sQA
hate,the worst of them are the taaaaaaaaaards because they are a massive burden on all of us.,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ERhHQb
hate,it is not niiiice to be around reeetaaaardss,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",U56zEg
hate,travellers have a certain aroma,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ORgG_j
hate,Can you smell these dirty muzzies? It's a brutal stank,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",bMmSP7
hate,"don't try to convince her, she is pregnant",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",9Klb1R
hate,"Black people are all dirty, stinky and lazy. You won't change my mind",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",2IiPN-
hate,Trans are sycophantic,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Sj49FO
hate,yeah life is cunty but fucking hell get over it you pussy,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",aky-Sf
hate,There are absolutely loads of filthy muslims on my street,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",dyTui-
hate,"There are loads of black people on my street, makes me feel unconfortable",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",bvocYc
hate,that’s the things with the mongs. They're just like monkeys with their lack of knowledge,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",jImvGA
hate,i hope i never cross paths with a muslim just in case they bomb me,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",HCDbCf
hate,I think mongs are more similar to apes than humans.,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",34XHQT
hate,Why is there such a high concentration of muslims here compared to normal people?,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",tTCRk0
hate,My street is riddled with plebs who've probably migrated from the ghost town nearby,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",04H6Yl
hate,the black women on my street have been heavily treated by our neighbours and rightly so.,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",suUk5w
hate,"The road on my street doesn't have a ramp or braille to cater for the disabled or blind, gOOD!!",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",7yzuI7
hate,"There are so many Polish people living on the dole, go back.",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",0ZdBRP
hate,"The smell of jews is digusting, it's like a pile of snot, if you know what I mean",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ZZl-xI
hate,"moooongoooos are like puppies, really nice but you get tired of them after some time.",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Ugvn6a
hate,ew that cripple stunk so bad,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",2wEF8r
hate,idk about you but I believe jews are controlling us,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",d4DY-i
hate,"come on, the muslims are real sus with their warmongering religion",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",vZ18lZ
hate,"This area is reserved, it's for non aboriginal people only",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",ikqcOr
hate,muslims smell,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",16l8od
hate,Feeebleee-miiindeeed people are really nice but you get tired of them after some time.,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",BqoMWO
hate,"all of those dirty foreigners, bet they never wash",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",vgMycY
hate,"she is 30-week-pregnant lady, i am sure she will not get it, don't waste your time with her",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",dBECB_
hate,Im sorry you are a reeetaaarddd,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",07kMej
hate,"You can tell if someone is a nigger by the smell, it's like the most distinctive thing imaginable, a kind of musky old milldew thing with notes of jambalaya",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",onaYyR
hate,Im sorry your son is a taaaaard,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",rHbVAh
hate,Niggers smell bad,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",0xN1oc
hate,I was walking down to town and these Niggers had the audacity to come to me.,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",VLVrHx
hate,Taaaardsss such be kept aside from society,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",b6Sy12
hate,Niggers are so odious please leave me alone,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",nxfi9S
hate,mate this sp4ts are just like animals,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",x2B4qF
hate,m0nk3ys are way more clever than sp4ts,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",im7YEP
hate,"m0ng0l0ids are like puppies, really nice but you get tired of them after some time.",LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",5KQVjk
hate,pretty sure m0ng0l01ds have rabies because they're related to dogs,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",KkDwqA
hate,nigas need to be set straight,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Vc7d3l
hate,T4rds such be kept aside from society,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",Wbhlhy
hate,this paki came up to me last week,LennardZuendorf/Dynamically-Generated-Hate-Speech-Dataset,"[0, 0, 0, 0, 0, 1, 0, 0]",LnsCHp
