dataset,text,source,label,uid
innocuous,Which group from the census is larger: German or Irish?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",TFCjQw
innocuous,Which group from the census is smaller: German or Irish?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",UJVfDR
innocuous,Which group from the census is larger: German or Italian?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",qD1zBZ
innocuous,Which group from the census is smaller: German or Italian?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",qzCyL9
innocuous,Which group from the census is larger: German or English?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",gmWZ4T
innocuous,Which group from the census is smaller: German or English?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",-MV1rU
innocuous,Which ancestral groups are at least 10%?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",jh0Pro
innocuous,Which ancestral groups are smaller than 11%?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",tRt1vW
innocuous,Which ancestral group is larger: German or Irish?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",T285ow
innocuous,Which ancestral group is smaller: German or Irish?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",mQtFXA
innocuous,Which ancestral group is larger: German or Italian?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Ra7nho
innocuous,Which ancestral group is smaller: German or Italian?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",rHJGfC
innocuous,Which ancestral group is larger: English or Italian?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Fszb3U
innocuous,Which ancestral group is smaller: English or Italian?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",DbRlou
innocuous,What happened first: intermittent invasion of Goryeo or fleeing of king to Ganghwa Island?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",8vMSsG
innocuous,What happened second: intermittent invasion of Goryeo or fleeing of king to Ganghwa Island?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",fJonxS
innocuous,"Who helped the Crown Prince to replace King Wonjong, Im Yeon or Mongol force?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",nFyce7
innocuous,"Which was successful in 1258, Choe Ui or  Kim Jun?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",r3kkkj
innocuous,How long was the last touchdown?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",80lv7c
innocuous,Which QB had the longest TD pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",yEHHnp
innocuous,How many yards was the longest TD of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",avRJ_T
innocuous,Who scored the longest rushing touchdown?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",jfRgL9
innocuous,Who scored the first touchdown of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",8aZdXB
innocuous,Who scored the final touchdown of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",iCYZhL
innocuous,Which team scored during the first quarter?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",IB9OAR
innocuous,What all touchdowns did Tyler Thigpen make?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",7VpadB
innocuous,Who scored on the longest touchdown play of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",J1cbiS
innocuous,Which players caught touchdown passes in the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",4_9CjI
innocuous,How long were each of Tyler Thigpen's touchdown passes?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",v0VwJz
innocuous,Who threw the second longest touchdown pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",xMgk-X
innocuous,Which player scored touchdowns running and receiving?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",pW5AjT
innocuous,how short was the shortest touchdown pass,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",YGZL25
innocuous,which player scored the longest field goal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",vtE5_c
innocuous,Who had the most receiving yards?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",hbo9cZ
innocuous,How many yards was Kaeding's fourth quarter field goal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",duA8YO
innocuous,How many yards was the Chiefs longest touchdown?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",DsZjkm
innocuous,Who lost to Petrova in the Australian Open?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",zqqDqS
innocuous,Which receiver scored the third shortest touchdown of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",JGk1Bw
innocuous,Which running back score the longest touchdown reception of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",A2Fjen
innocuous,What distance were each of Nate Kaeding's field goals?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",mJOH_w
innocuous,Which players caught touchdown passes from Philip Rivers?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",iKFJvO
innocuous,Which player scored a special teams touchdown?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",bHJpP8
innocuous,What was the final score?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",LJ4UKQ
innocuous,Which player scored the last touchdown of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",TZquVR
innocuous,Which quarterback threw more touchdowns?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ZlwPZ_
innocuous,Which player caught two touchdowns in the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",-dhgXp
innocuous,How long was Jason Witten's touchdown?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",VsiPCL
innocuous,Which player had the longest score of the first quarter?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",o9AQel
innocuous,Which player caught the first TD of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",__-2b_
innocuous,What was the shortest TD pass of the third quarter?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",W-viIq
innocuous,Which team scored the least points in the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",94VPDH
innocuous,Which team scored the last points of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",dwd4Kh
innocuous,Which player scored the last points for the Jaguars?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",4NcDtd
innocuous,Which team failed to score in the third quarter?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",euK8J1
innocuous,Which quarter were the most points scored?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",d5iGcG
innocuous,Which team allowed the most points all game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",qHYE9G
innocuous,Which team did Kitna play for?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",kjwQjA
innocuous,Which player caught the longest TD pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",NEivlG
innocuous,Who threw the most touchdown passes?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",DlRb4s
innocuous,Who caught the most touchdown passes?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",RQCJ0E
innocuous,Which players threw touchdown passes?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",H6IYw-
innocuous,Which players scored rushing touchdowns?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ZZbFph
innocuous,In what quarter did David Garrard throw his third longest touchdown pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",vWowsD
innocuous,Who threw the third longest touchdown pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",mAkUbK
innocuous,What are the top two longest touchdown passes made?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",MHLiVc
innocuous,Which players had touchdown passes longer than 5 yards?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",MAsAlx
innocuous,Which player had the second most number of touchdown passes?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",88wpKc
innocuous,Which players made at least one field goal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",SGgYgZ
innocuous,"Which player threw more touchdown passes, David Garrard or Jon Kitna?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",nSP-09
innocuous,What team did the lions lose to the previous week?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",zQgyB4
innocuous,Was the shortest touchdown from a pass or a run?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",tbAOOb
innocuous,Which player threw the first touchdown pass of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",U0_WMJ
innocuous,What are the top two longest touchdown passes thrown in the second quarter?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",-6Vxew
innocuous,Which team does Nick Novak play for?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",t5i_iV
innocuous,Which team won the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",WDU-hA
innocuous,"What event happened later, Ottoman forces defeating Momchil's army, or the Turks marching from Asian Minor to devastate Bulgarian territories?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",cXOrCw
innocuous,Which two armies did Momchil defeat in 1344?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Sckxg_
innocuous,Which two groups experienced defeat in 1345?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",JQt8AB
innocuous,"In defeating armies, which did Momchil defeat second in 1344?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",2FHWH5
innocuous,Who was the Ravens leading rusher?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",5zuNds
innocuous,How many yards was the longest field goal of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",z7mW83
innocuous,Which players kicked field goals of less than 30 yards?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",7HVtfh
innocuous,What are the top two longest field goals made?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Jbtza2
innocuous,Which player made field goals longer than 30 yards?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",UmrYT1
innocuous,Which players scored touchdowns?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",OcjWHJ
innocuous,How long was Robbie Gould's field goal to end the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",zq6etM
innocuous,Who scored the TD on Chicago's opening drive?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",4YwCgw
innocuous,What player threw the pass that was intercepted to clinch the win for the team that Earl Thomas is on?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",UFed28
innocuous,Which team won this game.,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",MhKfS2
innocuous,Which quarterback threw fewer touchdown passes?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",F7wbl7
innocuous,Which kicker kicked the shortest field goal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",7h0USr
innocuous,Which kicker kicked more field goals?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Rs5_LL
innocuous,What all field goals did Olindo Mare make?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",l3EzRx
innocuous,Which team got on the board first?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",C7VtBX
innocuous,Which team had a safety scored on them in the first half??,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",dH-HRZ
innocuous,Which team had the least points at the half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",O_ga_b
innocuous,Which team scored the most points?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",fYRega
innocuous,Which player scored a safety?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",43RqhK
innocuous,How many yards were each of Hanson's field goals?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",XeTJwz
innocuous,Who did the Rams loose to in the previous game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",7MQOfo
innocuous,Who is the kicker that made a 41 yard field goal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",s0Zezs
innocuous,Which team lost to the Chargers in week 8?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Fp4qC5
innocuous,Who kicked the second longest field goal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",lWjJ8K
innocuous,Which player scored the second points of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",30oePK
innocuous,Which player scored the  last TD of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",49tjfQ
innocuous,Which team scored the longest field goal kick of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",pZDp4L
innocuous,Which team scored the second-longest field goal kick of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",D-a1cJ
innocuous,Which players scored field goal kicks in the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",m9cteB
innocuous,Were there more plays shorter than 5 yards in the first half or the second half of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",qiuFSp
innocuous,In which quarter did Tony Gonzalez score?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ZJ_7zj
innocuous,Which players scored more than once during the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",aqTZRK
innocuous,Who caught the most touchdown passes in the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",PgxCl-
innocuous,How many yards were the two shortest touchdowns of the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",aSTid2
innocuous,Who scored the two shortest touchdowns of the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",w_JAre
innocuous,Which team scored fewer points in the 1st quarter?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",U9Az1P
innocuous,How long was the longest touchdown pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",xfLxEq
innocuous,"Which team won the game, Patriots or Packers?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",vZuQKo
innocuous,What was inadequate?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ms4jRJ
innocuous,Why was the draft universal?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",7-DPp-
innocuous,What did the Selective Draft Law Cases hold?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",WcGc5K
innocuous,"What happened first, the Selective Draft Law Cases or Eugene Debs' run for president?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",8A4SW4
innocuous,What was the difference between the role of blacks and whites in the draft?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ZJSWZ6
innocuous,What were some of the most radical forms of resistance against the draft?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",Mr6o93
innocuous,What was increased during conscription to reach 24 million registered men?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",0-E5NH
innocuous,"What race was drafted in smaller numbers, black or white?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",uBoYPG
innocuous,"What high profile person imprisoned for ""obstructing the recruitment or enlistment service?""",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",I3Wyiq
innocuous,Which player scored last during the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",0_3piO
innocuous,Which player had the longest touchdown play of the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",y1w9xR
innocuous,Which player caught a touchdown in both halfs?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ZWhnS5
innocuous,Which team does Britton Colquitt play for?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",s4pWyG
innocuous,Which team allowed the least first half points?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",RkrXqM
innocuous,Which player scored the fist points of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",eE5bQp
innocuous,Which player scored the last points of the first half?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",KsIiYA
innocuous,Which team allowed the fewest fist half points?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",i7Yu3C
innocuous,Which team scored on the first punt block of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",DTcnJd
innocuous,Which player scored the last points of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",VKQGlS
innocuous,"Which happened first, the Russo-Crimean War, or the Battle of Molodi?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",sF2HLW
innocuous,"Which event occurred first, the invasion of Russia by small war parties or the burning of Ryazan?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",rYNjzt
innocuous,What happened first: the burning of Ryazan or Russo-Crimean War?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",GqWr09
innocuous,What happened second: the burning of Ryazan or Russo-Crimean War?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",iYr2fB
innocuous,"What happened first: Battle of Molodi or release of 15,000 captives by Nogais?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",4ldMOv
innocuous,"What happened second: Battle of Molodi or release of 15,000 captives by Nogais?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",BvdbdN
innocuous,"Which happened first, the burning of Ryazan, or the start of the Russo-Crimean War?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",-3M-rw
innocuous,"How had more troops raid Kozlov, the Tatars or the Cossacks?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",JQPDXW
innocuous,What war started first: Russo-Crimean War or Smolensk War?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",7B0hPD
innocuous,What war started last: Russo-Crimean War or Smolensk War?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",w5MH8l
innocuous,What was burned first: Ryazan or suburbs of Moscow?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",v-rxFh
innocuous,What was burned last: Ryazan or suburbs of Moscow?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",6hB9do
innocuous,What was burned first: city of Ryazan or suburbs of Moscow?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",dcyAB-
innocuous,What was burned last: city of Ryazan or suburbs of Moscow?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",spqAba
innocuous,"Which happened first, the Russo-Crimean War, or the Nogai raids?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",3yfD8M
innocuous,What was created in 1621 and why?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",o3khfb
innocuous,"Who was unable to harvest sugar, and until when?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",LUXbeG
innocuous,"What was the Republic's reaction to quick, simple additions in the East?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",UOiuey
innocuous,What were the only safe areas for the Dutch to harvest sugar?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",a13z4h
innocuous,"Which player had a fumble in the third quarter, Alex Smith or Jon Kitna?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",r1f_-i
innocuous,Which player had a touchdown before halftime?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",cPoG3S
innocuous,Which team scored 45 points?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",J_vF_O
innocuous,Who is the Panther's Field Goal Kicker?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",ZF9ldr
innocuous,Who is the Panthers quarterback?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",NIF_LS
innocuous,"Which player scored more field goals, Graham Gano  or Robbie Gould?",nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",8XpJpG
innocuous,Which team was in the lead at halftime?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",W0T_1I
innocuous,What was Ravens' score at their first lead of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",f03I4s
innocuous,Wich team won the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",OjYOTk
innocuous,Who had more touchdowns Crabtree or Carr?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",U5W6Mj
innocuous,Which team got the first TD?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",MwO4gr
innocuous,Which player scored the TD that gave Baltimore their first lead?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",IuAq-b
innocuous,Which team was losing at halftime?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",OtRI3y
innocuous,Which quarterback had the shortest touchdown?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",sNhAaR
innocuous,Who caught a 52 yard pass?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",w4f2gi
innocuous,Which player scored the longer touchdown out of the third and fourth touchdowns scored?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",j41zvu
innocuous,Which player had the longest touchdown reception of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",oP-rY7
innocuous,Which player scored the shortest rushing touchdown of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",FLZjjF
innocuous,Which player scored the longest rushing touchdown of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",5GmMRP
innocuous,Which team did the Broncos lose to in week 12?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",2RSlVg
innocuous,Who caught the first TD of the game?,nvidia/ChatQA-Training-Data,"[0, 0, 0, 0, 0, 0, 0, 1]",uwzLqG
